LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SalePrice
60.0,7024,Reg,Inside,Edwards,1Story,5,2005,2006,VinylSd,VinylSd,None,0.0,TA,Ex,No,ALQ,980,110,1090,Gd,1090,0,1090,1,1,1,2,TA,5,0,Attchd,2005.0,Fin,2,450,0,49,0,157000
44.0,13758,IR1,CulDSac,Timber,1.5Fin,7,1990,1991,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,Mn,LwQ,902,254,1156,Ex,1187,530,1717,0,2,1,3,Gd,7,1,Attchd,1990.0,RFn,2,400,168,36,0,187500
,9636,IR1,Corner,Gilbert,2Story,6,1992,1993,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,808,808,Gd,808,785,1593,0,2,1,3,TA,7,1,BuiltIn,1993.0,RFn,2,389,342,40,0,178000
60.0,6204,Reg,Inside,SWISU,2.5Fin,4,1912,1950,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,No,Unf,0,795,795,TA,954,795,2230,1,1,0,5,TA,10,0,Detchd,1997.0,Unf,1,440,0,188,0,118500
65.0,7150,Reg,Inside,NAmes,1Story,5,1967,1967,HdBoard,HdBoard,BrkFace,60.0,TA,TA,No,BLQ,432,460,892,TA,892,0,892,0,1,0,3,TA,5,0,Attchd,1967.0,RFn,1,288,0,0,0,100000
50.0,5119,IR1,CulDSac,Somerst,1Story,9,1999,2000,MetalSd,MetalSd,BrkFace,60.0,Gd,Ex,Av,GLQ,1238,460,1698,Ex,1709,0,1709,1,2,0,2,Gd,5,1,Attchd,1999.0,Fin,2,506,97,65,0,328900
70.0,8393,Reg,Corner,NAmes,1Story,5,1959,2005,MetalSd,MetalSd,BrkFace,122.0,TA,TA,No,LwQ,528,1098,1626,Ex,1712,0,1712,0,2,0,4,TA,8,0,Attchd,2005.0,Fin,2,588,272,54,0,145000
59.0,16466,IR1,Inside,Edwards,1.5Fin,5,1955,1955,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,816,816,TA,872,521,1393,0,1,1,3,TA,8,0,Attchd,1955.0,Unf,1,300,121,0,265,135500
95.0,15865,IR1,Inside,NAmes,1Story,8,1970,1970,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Gd,ALQ,351,1043,2217,Ex,2217,0,2217,1,2,0,4,Gd,8,1,Attchd,1970.0,Unf,2,621,81,207,224,268000
128.0,12160,Reg,Inside,NAmes,1Story,6,1953,1953,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,No,BLQ,1024,481,1505,Ex,1505,0,1505,1,1,0,2,TA,6,1,Attchd,1953.0,RFn,2,505,0,0,0,149500
60.0,8064,Reg,Corner,NAmes,1.5Fin,5,1949,2006,MetalSd,MetalSd,None,0.0,TA,TA,Mn,Unf,0,672,672,Ex,672,252,924,0,1,0,3,TA,6,1,Detchd,2003.0,Unf,2,576,0,0,0,122900
70.0,11184,Reg,Inside,Sawyer,2Story,6,1978,1978,HdBoard,HdBoard,BrkFace,92.0,TA,TA,No,LwQ,226,192,918,Gd,918,765,1683,0,2,1,3,TA,7,1,Attchd,1978.0,RFn,2,440,243,0,0,172500
70.0,8414,Reg,Inside,Sawyer,1Story,6,1963,2003,HdBoard,HdBoard,None,0.0,TA,TA,No,GLQ,663,396,1059,TA,1068,0,1068,0,1,0,3,TA,6,0,Attchd,1963.0,RFn,1,264,192,0,0,154500
,13284,Reg,Inside,Sawyer,1Story,5,1954,1954,Wd Sdng,Plywood,None,0.0,TA,Gd,Mn,BLQ,1064,319,1383,TA,1383,0,1383,1,1,0,3,TA,6,1,Attchd,1954.0,Unf,1,354,511,116,0,165000
64.0,7018,Reg,Inside,SawyerW,1Story,5,1979,1979,Plywood,Plywood,None,0.0,TA,,,,0,0,0,TA,1535,0,1535,0,2,0,4,TA,8,0,Attchd,1979.0,Unf,2,400,0,0,0,118858
71.0,7056,Reg,Inside,NAmes,2Story,6,1963,1963,HdBoard,HdBoard,BrkFace,415.0,TA,TA,No,BLQ,400,380,780,TA,983,813,1796,1,1,1,4,TA,8,1,Attchd,1963.0,RFn,2,483,0,50,0,140000
50.0,8765,Reg,Inside,IDOTRR,1Story,4,1936,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,ALQ,285,666,951,Ex,951,0,951,0,1,0,2,TA,6,0,Detchd,1936.0,Unf,1,327,0,28,0,106500
64.0,7018,Reg,Inside,SawyerW,2Story,5,1979,1979,Plywood,Plywood,None,0.0,TA,,,,0,0,0,TA,1120,1120,2240,0,2,0,6,TA,12,0,Detchd,1979.0,Unf,2,528,154,0,0,142953
100.0,12919,IR1,Inside,NridgHt,1Story,9,2009,2010,VinylSd,VinylSd,Stone,760.0,Ex,Ex,Gd,GLQ,2188,142,2330,Ex,2364,0,2364,1,2,1,2,Ex,11,2,Attchd,2009.0,Fin,3,820,0,67,0,611657
65.0,6993,Reg,Inside,Sawyer,1Story,5,1961,1994,HdBoard,Plywood,None,0.0,TA,TA,No,BLQ,465,447,912,TA,1236,0,1236,0,1,0,3,TA,6,1,Attchd,1961.0,Unf,1,288,0,0,0,135000
,7340,IR1,Inside,NAmes,1Story,4,1971,1971,HdBoard,HdBoard,None,0.0,TA,TA,No,ALQ,322,536,858,TA,858,0,858,0,1,0,2,TA,4,0,Detchd,1979.0,Unf,1,684,0,0,0,110000
64.0,8712,IR1,Inside,NAmes,1Story,5,1957,2000,MetalSd,MetalSd,None,0.0,TA,TA,Mn,BLQ,860,132,992,TA,1306,0,1306,1,1,0,2,TA,5,0,Detchd,1968.0,Unf,1,756,0,0,0,153000
63.0,7875,Reg,Inside,Gilbert,2Story,7,2003,2003,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,783,783,Ex,807,702,1509,0,2,1,3,Gd,8,1,Attchd,2003.0,Fin,2,393,0,75,0,180000
50.0,14859,IR1,CulDSac,Gilbert,1Story,7,2006,2006,VinylSd,VinylSd,BrkFace,27.0,Gd,Gd,No,Unf,0,1670,1670,Ex,1670,0,1670,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,690,144,60,0,240000
,6173,IR1,Inside,Sawyer,1Story,5,1967,1967,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,No,GLQ,599,277,876,TA,902,0,902,0,1,0,3,TA,6,0,Attchd,1967.0,Unf,1,288,0,0,0,125500
80.0,9920,Reg,Inside,NAmes,1Story,5,1954,1954,HdBoard,HdBoard,Stone,110.0,TA,TA,No,Rec,354,412,1056,TA,1063,0,1063,1,1,0,3,TA,6,0,Attchd,1954.0,RFn,1,280,0,0,0,128000
116.0,13501,IR1,Corner,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,Stone,208.0,Gd,Gd,No,GLQ,63,1560,1623,Ex,1636,0,1636,1,2,0,3,Gd,8,1,Attchd,2006.0,RFn,3,865,0,60,0,255000
86.0,11500,IR1,Inside,Crawfor,1.5Fin,7,1936,1987,BrkFace,BrkFace,None,0.0,Gd,Gd,No,Rec,223,794,1017,Gd,1020,1037,2057,0,1,1,3,Gd,6,1,Attchd,1936.0,Fin,1,180,0,0,322,250000
,8885,IR1,Inside,Mitchel,1Story,5,1983,1983,HdBoard,HdBoard,None,0.0,TA,Gd,Av,BLQ,301,239,864,TA,902,0,902,1,1,0,2,TA,5,0,Attchd,1983.0,Unf,2,484,164,0,0,131000
149.0,12589,IR2,Inside,Gilbert,2Story,6,2005,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,742,742,Ex,742,742,1484,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,390,36,24,0,174000
80.0,11600,Reg,Corner,NAmes,2Story,5,1960,1960,MetalSd,MetalSd,BrkFace,361.0,TA,TA,No,Rec,443,662,1105,TA,1105,1169,2274,0,2,0,5,TA,12,0,Detchd,1960.0,Unf,2,480,0,0,0,154300
,9286,IR1,CulDSac,CollgCr,1Story,5,1977,1989,HdBoard,Plywood,None,0.0,TA,Gd,Av,ALQ,196,1072,1268,TA,1268,0,1268,0,1,1,3,Gd,5,0,Detchd,1978.0,Unf,1,252,173,0,0,143500
51.0,6120,Reg,Inside,BrkSide,1Story,5,1925,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,489,279,768,TA,1015,0,1015,0,1,0,3,TA,6,0,Detchd,1925.0,Unf,1,450,0,0,120,88000
82.0,6270,Reg,Inside,Crawfor,2Story,5,1949,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,BLQ,284,717,1001,TA,1001,1001,2002,0,2,0,4,TA,8,0,2Types,1949.0,Unf,3,871,0,0,0,145000
30.0,3000,Reg,Inside,Somerst,2Story,6,2009,2009,VinylSd,VinylSd,Stone,76.0,Gd,Gd,Av,GLQ,294,318,612,Ex,612,612,1224,0,2,1,2,Gd,4,0,Detchd,2009.0,RFn,2,528,0,234,0,173733
21.0,2001,Reg,Inside,MeadowV,2Story,4,1970,1970,CemntBd,CmentBd,BrkFace,80.0,TA,TA,No,Unf,0,546,546,Fa,546,546,1092,0,1,1,3,TA,6,0,Attchd,1970.0,Unf,1,286,0,0,0,75000
50.0,9000,Reg,Inside,IDOTRR,1Story,2,1949,1950,AsbShng,AsbShng,None,0.0,TA,TA,Av,BLQ,50,430,480,TA,480,0,480,1,0,0,1,TA,4,0,Detchd,1958.0,Unf,1,308,0,0,0,35311
,17140,Reg,Inside,Edwards,1Story,4,1956,1956,VinylSd,VinylSd,None,0.0,TA,TA,No,ALQ,1059,75,1134,Ex,1229,0,1229,0,1,0,3,TA,6,0,Attchd,1956.0,RFn,1,284,0,0,0,135000
103.0,13125,IR1,Corner,SawyerW,2Story,7,1991,1991,HdBoard,HdBoard,None,0.0,Gd,Ex,Mn,BLQ,48,422,1104,Ex,912,1215,2127,1,2,1,4,Gd,8,1,Attchd,1991.0,RFn,3,833,72,192,0,238000
87.0,11029,IR1,Corner,NAmes,1Story,6,1958,2002,MetalSd,MetalSd,None,0.0,Ex,Gd,No,ALQ,528,245,1184,Ex,1414,0,1414,1,1,0,3,TA,6,1,Attchd,1990.0,Unf,2,601,0,51,190,176500
70.0,8462,IR1,Inside,SawyerW,2Story,6,1994,1994,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,No,GLQ,814,114,928,Ex,936,785,1721,0,2,1,3,Gd,7,0,Attchd,1994.0,RFn,2,471,300,87,0,201000
67.0,8777,Reg,Inside,Edwards,1.5Fin,5,1900,2003,MetalSd,MetalSd,None,0.0,TA,TA,No,ALQ,1084,188,1272,Gd,1272,928,2200,2,2,2,4,TA,9,0,,,,0,0,0,70,0,145900
65.0,10237,Reg,Inside,Gilbert,1Story,6,2005,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,28,1288,1316,Ex,1316,0,1316,0,2,0,3,Gd,6,1,Attchd,2005.0,Fin,2,397,100,0,0,169990
50.0,8012,Reg,Inside,SawyerW,1Story,6,1993,1994,Plywood,Plywood,None,0.0,Gd,Gd,No,LwQ,165,598,1604,Ex,1617,0,1617,1,2,0,2,Gd,5,1,Attchd,1993.0,RFn,2,533,0,69,0,193000
79.0,10240,Reg,Inside,NWAmes,1Story,6,1980,1980,Plywood,Plywood,BrkFace,157.0,TA,Gd,No,BLQ,625,0,1686,TA,1686,0,1686,1,2,0,3,TA,7,1,Attchd,1980.0,Unf,2,612,384,131,0,207500
,15611,IR1,Corner,NWAmes,1Story,5,1977,1977,VinylSd,VinylSd,None,0.0,TA,Gd,Av,ALQ,767,266,1126,TA,1126,0,1126,0,2,0,3,Ex,6,0,Attchd,1977.0,RFn,2,540,180,0,0,175000
93.0,11999,Reg,Inside,NridgHt,2Story,8,2003,2004,VinylSd,VinylSd,BrkFace,340.0,Gd,Gd,No,Unf,0,1181,1181,Ex,1234,1140,2374,0,2,1,4,Ex,10,1,BuiltIn,2003.0,Fin,3,656,104,100,0,285000
,9900,Reg,Inside,NWAmes,2Story,7,1968,1968,MetalSd,MetalSd,BrkFace,342.0,TA,TA,No,BLQ,552,280,832,Gd,1098,880,1978,0,2,1,4,TA,9,1,Attchd,1968.0,RFn,2,486,0,43,0,176000
,11838,Reg,Inside,CollgCr,1Story,8,2001,2001,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,Unf,0,1753,1753,Ex,1788,0,1788,0,2,0,3,Ex,7,1,Attchd,2001.0,RFn,2,522,202,151,0,236500
,13006,IR1,Corner,Gilbert,2Story,7,1997,1997,HdBoard,HdBoard,BrkFace,285.0,TA,Gd,No,Unf,0,964,964,Gd,993,1243,2236,0,2,1,4,Gd,8,1,BuiltIn,1997.0,Fin,2,642,0,0,0,222000
73.0,8925,IR1,Inside,Timber,1Story,8,2007,2007,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,GLQ,16,1450,1466,Ex,1466,0,1466,0,2,0,3,Gd,7,0,Attchd,2007.0,Fin,3,610,100,18,0,201000
70.0,9100,Reg,Inside,NAmes,1Story,5,1965,1965,VinylSd,VinylSd,None,0.0,TA,TA,No,BLQ,338,121,925,Ex,925,0,925,0,1,0,2,TA,5,0,Detchd,1965.0,Unf,1,429,0,0,0,117500
84.0,11670,IR1,Corner,Somerst,1Story,9,2006,2006,VinylSd,ImStucc,Stone,302.0,Ex,Ex,No,Unf,0,1905,1905,Ex,1905,0,1905,0,2,0,3,Ex,8,1,Attchd,2006.0,Fin,3,788,0,191,0,320000
63.0,8487,Reg,FR2,CollgCr,1Story,7,2004,2004,VinylSd,VinylSd,BrkFace,210.0,Gd,Gd,Av,GLQ,20,1480,1500,Ex,1500,0,1500,0,2,0,3,Gd,6,0,Attchd,2004.0,RFn,2,570,192,36,0,190000
313.0,27650,IR2,Inside,NAmes,1Story,7,1960,2007,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Gd,GLQ,425,160,585,Ex,2069,0,2069,1,2,0,4,Gd,9,1,Attchd,1960.0,RFn,2,505,0,0,0,242000
52.0,5825,IR1,Inside,BrkSide,1Story,4,1926,1953,MetalSd,MetalSd,BrkFace,108.0,TA,Fa,Mn,Unf,0,600,600,Gd,747,0,747,0,1,0,1,TA,5,0,Detchd,1953.0,Unf,2,528,0,0,0,79900
67.0,10083,Reg,Inside,SawyerW,1Story,7,2003,2003,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,833,343,1176,Ex,1200,0,1200,1,2,0,2,Gd,5,0,Attchd,2003.0,RFn,2,555,0,41,0,184900
75.0,9675,Reg,Inside,Somerst,2Story,7,2005,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,Mn,GLQ,341,772,1113,Ex,1113,858,1971,0,2,1,3,Gd,8,1,Attchd,2005.0,RFn,2,689,0,48,0,253000
73.0,8760,Reg,Inside,CollgCr,2Story,7,2006,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,Mn,GLQ,464,927,1391,Ex,1391,571,1962,0,2,1,3,Gd,7,0,Attchd,2006.0,RFn,3,868,0,90,0,239799
,24090,Reg,Inside,ClearCr,2Story,7,1940,1950,MetalSd,MetalSd,None,0.0,TA,TA,Mn,Unf,0,1032,1032,Ex,1207,1196,2403,0,2,0,4,TA,10,2,Attchd,1940.0,Unf,1,349,56,0,0,244400
55.0,12640,IR1,Inside,Mitchel,1Story,6,1976,1976,Plywood,Plywood,None,0.0,TA,TA,Gd,Rec,936,396,1728,TA,1728,0,1728,0,2,0,4,TA,8,0,Attchd,1976.0,Unf,2,574,40,0,0,150900
,8755,IR1,FR2,Gilbert,2Story,7,1999,1999,VinylSd,VinylSd,BrkFace,298.0,Gd,Gd,No,ALQ,772,220,992,Ex,1022,1038,2060,1,2,1,3,Gd,8,1,BuiltIn,1999.0,RFn,2,390,0,0,0,214000
42.0,7711,IR1,Inside,Edwards,1Story,4,1977,1977,MetalSd,MetalSd,None,0.0,TA,Gd,Gd,GLQ,1440,0,1440,TA,1440,0,1440,2,2,0,4,TA,8,0,,,,0,0,321,0,0,150000
100.0,25000,Reg,Inside,Mitchel,1Story,5,1967,1967,HdBoard,Plywood,None,0.0,TA,TA,Av,Unf,0,1632,1632,TA,1632,0,1632,0,2,0,4,TA,8,0,Attchd,1967.0,Unf,2,576,0,0,0,143000
,14375,IR1,CulDSac,Timber,SLvl,6,1958,1958,HdBoard,HdBoard,BrkFace,541.0,TA,TA,No,GLQ,111,354,819,Gd,1344,0,1344,0,1,0,3,Gd,7,1,Basment,1958.0,RFn,2,525,0,118,233,137500
98.0,8820,Reg,Corner,OldTown,1.5Fin,5,1890,1996,VinylSd,VinylSd,None,0.0,TA,TA,No,LwQ,1088,0,1088,TA,1188,561,1869,0,1,0,2,TA,7,0,Detchd,1963.0,Unf,2,456,48,0,0,124900
70.0,8163,Reg,Inside,NAmes,SLvl,5,1959,1959,HdBoard,HdBoard,BrkFace,128.0,TA,TA,Av,ALQ,748,102,1144,TA,1144,0,1144,1,1,0,3,TA,6,1,Attchd,1959.0,RFn,1,796,86,0,0,143000
85.0,14536,Reg,Inside,Timber,1Story,8,2002,2003,VinylSd,VinylSd,BrkFace,236.0,Gd,Gd,Av,GLQ,1300,316,1616,Ex,1629,0,1629,1,2,0,3,Gd,9,1,Attchd,2002.0,Fin,3,808,0,252,0,270000
65.0,14006,IR1,Inside,CollgCr,2Story,7,2002,2002,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,,Unf,0,936,936,Ex,936,840,1776,0,2,1,3,Gd,7,1,Attchd,2002.0,RFn,2,474,144,96,0,192500
78.0,9360,Reg,Inside,NWAmes,1Story,6,1972,2006,Plywood,Plywood,None,0.0,TA,TA,No,ALQ,982,179,1161,TA,1381,0,1381,1,1,1,3,Gd,5,1,Attchd,1972.0,RFn,2,676,0,0,0,197500
60.0,7200,Reg,Inside,NAmes,1Story,5,1950,2002,VinylSd,VinylSd,None,0.0,TA,TA,No,ALQ,398,317,864,Gd,864,0,864,1,1,0,3,Gd,5,0,Detchd,1980.0,RFn,2,720,194,0,0,129000
60.0,7800,Reg,Corner,SawyerW,1Story,5,1965,1965,VinylSd,VinylSd,None,0.0,TA,TA,No,BLQ,641,187,828,Gd,965,0,965,1,1,0,3,TA,6,0,Detchd,1979.0,Unf,1,300,421,0,0,119900
60.0,7200,Reg,Inside,CollgCr,SFoyer,5,1972,2003,WdShing,HdBoard,None,0.0,TA,Gd,Av,GLQ,660,108,768,Gd,768,0,768,0,1,0,2,TA,5,0,Detchd,1974.0,Fin,1,396,192,0,0,133900
,11075,IR1,Inside,Mitchel,2Story,5,1969,1969,HdBoard,HdBoard,BrkFace,232.0,TA,TA,Av,ALQ,562,29,784,Ex,1168,800,1968,0,2,1,4,TA,7,1,Attchd,1969.0,RFn,2,530,305,189,0,172000
35.0,9400,IR1,CulDSac,Edwards,SFoyer,6,1975,1975,WdShing,Plywood,BrkFace,250.0,TA,Gd,Gd,GLQ,945,0,945,TA,980,0,980,0,2,0,4,TA,4,0,,,,0,0,0,0,0,127500
82.0,7136,IR1,Inside,Crawfor,2Story,6,1946,1950,MetalSd,MetalSd,BrkFace,423.0,TA,Gd,No,Rec,484,495,979,TA,979,979,1958,0,2,0,4,TA,8,0,Attchd,1946.0,Unf,2,492,0,0,0,145000
24.0,1300,Reg,Inside,Blueste,2Story,6,1980,1980,MetalSd,MetalSd,None,0.0,TA,Gd,No,ALQ,285,276,561,TA,561,668,1229,0,1,1,2,TA,5,1,Attchd,1980.0,Fin,2,462,150,0,0,124000
70.0,7420,Reg,Inside,Sawyer,1Story,5,1962,1962,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,417,640,1057,TA,1057,0,1057,0,1,0,3,TA,6,0,Detchd,1977.0,Fin,2,576,0,0,0,132000
65.0,8450,Reg,Inside,CollgCr,1Story,7,2003,2003,VinylSd,VinylSd,None,0.0,Gd,Gd,Mn,GLQ,699,638,1337,Ex,1337,0,1337,1,2,0,3,Gd,6,0,Attchd,2003.0,RFn,2,531,0,39,0,185000
24.0,2572,Reg,FR2,Somerst,2Story,7,1999,1999,MetalSd,MetalSd,None,0.0,Gd,Gd,No,ALQ,604,92,696,Ex,696,720,1416,1,2,1,3,Gd,6,0,Detchd,1999.0,Unf,2,484,0,44,0,155000
50.0,7207,IR1,Inside,BrkSide,1Story,5,1958,2008,Wd Sdng,Plywood,None,0.0,TA,TA,Gd,BLQ,696,162,858,Gd,858,0,858,1,1,0,2,TA,4,0,,,,0,0,117,0,0,116500
,12227,IR1,Corner,NWAmes,2Story,6,1977,1995,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,No,ALQ,896,434,1330,TA,1542,1330,2872,1,2,1,4,TA,11,1,Attchd,1977.0,Fin,2,619,550,282,0,272000
24.0,2308,Reg,Corner,NPkVill,2Story,6,1976,1976,Plywood,Brk Cmn,None,0.0,TA,Gd,No,ALQ,556,248,804,TA,804,744,1548,1,2,1,3,Gd,7,1,Detchd,1976.0,Unf,2,440,48,0,0,155000
122.0,11923,IR1,Corner,CollgCr,1Story,9,2007,2007,VinylSd,VinylSd,None,0.0,Gd,Ex,No,Unf,0,1800,1800,Ex,1800,0,1800,0,2,0,2,Ex,7,0,Attchd,2007.0,Fin,2,702,288,136,0,239000
80.0,11316,Reg,Corner,Timber,2Story,7,2002,2003,VinylSd,VinylSd,BrkFace,44.0,Gd,Gd,No,GLQ,624,193,817,Ex,824,1070,1894,1,2,1,4,Gd,8,1,BuiltIn,2002.0,Fin,2,510,0,40,0,214900
65.0,10237,Reg,Inside,Gilbert,2Story,6,2005,2007,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,783,783,Ex,783,701,1484,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,393,0,72,0,178900
130.0,9600,IR1,Inside,Crawfor,1.5Fin,5,1940,1950,MetalSd,MetalSd,None,0.0,Gd,TA,No,Rec,428,300,728,Ex,976,332,1308,1,1,1,2,TA,7,2,Detchd,1940.0,Unf,1,256,0,70,0,160000
,7390,IR1,Inside,NAmes,1Story,5,1955,1955,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,No,ALQ,902,196,1098,TA,1098,0,1098,1,1,0,3,TA,6,0,Attchd,1955.0,Unf,1,260,0,0,0,135000
50.0,5925,Reg,Inside,OldTown,1.5Fin,3,1910,1950,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,600,600,Fa,600,368,968,0,1,0,2,TA,6,0,,,,0,0,0,0,0,37900
75.0,10382,Reg,Inside,NAmes,SLvl,6,1958,1958,HdBoard,HdBoard,BrkFace,105.0,TA,TA,Gd,ALQ,513,75,588,TA,1095,0,1095,1,1,0,2,TA,6,0,Attchd,1958.0,RFn,1,264,0,0,0,140000
60.0,10800,Reg,Inside,NAmes,1.5Fin,4,1949,1950,AsbShng,AsbShng,None,0.0,TA,TA,No,Unf,0,720,720,TA,720,472,1192,0,1,1,4,TA,6,0,,,,0,0,0,0,0,135000
36.0,2268,Reg,Inside,NridgHt,2Story,7,2003,2004,VinylSd,Wd Shng,Stone,106.0,Gd,Gd,No,GLQ,567,197,764,Ex,764,862,1626,0,2,0,2,Gd,6,0,BuiltIn,2003.0,RFn,2,474,0,27,0,173000
55.0,7892,Reg,Inside,SawyerW,1Story,6,1979,1979,Plywood,Plywood,None,0.0,TA,Gd,No,Unf,0,918,918,TA,918,0,918,0,2,0,2,TA,5,1,Attchd,1979.0,Unf,1,264,28,0,0,99500
95.0,11639,Reg,Corner,Somerst,1Story,7,2007,2008,CemntBd,CmentBd,None,0.0,Gd,Gd,No,Unf,0,1428,1428,Ex,1428,0,1428,0,2,0,3,Gd,6,0,Attchd,2007.0,Fin,2,480,0,120,0,182000
60.0,11414,IR1,Corner,BrkSide,2Story,7,1910,1993,HdBoard,HdBoard,None,0.0,TA,Gd,No,Unf,0,728,728,TA,1136,883,2019,0,1,0,3,Gd,8,0,Detchd,1997.0,Unf,2,532,509,135,0,167500
,2651,Reg,FR2,Somerst,2Story,7,2000,2000,MetalSd,MetalSd,None,0.0,Gd,Gd,No,GLQ,641,32,673,Ex,673,709,1382,1,2,1,3,Gd,6,0,Detchd,2000.0,Unf,2,490,153,50,0,165000
51.0,5900,IR1,Inside,BrkSide,1Story,4,1923,1958,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,No,Unf,0,440,440,TA,869,0,869,0,1,0,2,Fa,4,0,,,,0,0,0,0,0,85500
35.0,4274,IR1,Inside,Somerst,1Story,7,2006,2007,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,1106,135,1241,Ex,1241,0,1241,1,1,1,1,Gd,4,0,Attchd,2007.0,Fin,2,569,0,116,0,199900
68.0,9450,Reg,Inside,Edwards,1Story,4,1954,1954,MetalSd,MetalSd,None,0.0,TA,TA,No,LwQ,552,342,894,Ex,894,0,894,0,1,0,3,TA,5,0,Detchd,1999.0,Unf,2,400,0,0,0,110000
80.0,8816,Reg,Corner,Sawyer,1Story,5,1963,1963,VinylSd,VinylSd,None,0.0,TA,TA,No,Rec,651,470,1121,TA,1121,0,1121,1,1,0,3,TA,5,0,Detchd,1963.0,Unf,2,480,0,80,0,139000
,12122,IR1,Corner,NAmes,SFoyer,7,1961,2007,CemntBd,CmentBd,Stone,210.0,Ex,TA,Av,ALQ,867,77,944,Gd,999,0,999,1,1,0,3,Ex,6,0,Attchd,1961.0,RFn,2,588,144,76,0,178400
98.0,12203,IR1,Corner,NoRidge,2Story,8,1998,1999,VinylSd,VinylSd,BrkFace,975.0,Gd,Gd,No,GLQ,854,371,1225,Ex,1276,1336,2612,1,2,1,4,Gd,8,1,Attchd,1998.0,Fin,3,676,250,0,0,336000
43.0,3182,Reg,Inside,Blmngtn,1Story,7,2007,2007,VinylSd,VinylSd,BrkFace,16.0,Gd,Gd,Av,Unf,0,1266,1266,Ex,1266,0,1266,0,2,0,2,Gd,6,1,Attchd,2007.0,Fin,2,388,100,16,0,159895
,11250,Reg,Corner,CollgCr,2Story,8,2002,2002,CemntBd,CmentBd,None,0.0,Gd,Gd,Mn,Unf,0,1128,1128,Ex,1149,1141,2290,0,2,1,4,Gd,9,1,Attchd,2002.0,Unf,2,779,0,0,0,255900
75.0,10125,Reg,Inside,Mitchel,1.5Fin,5,1977,1977,Plywood,Plywood,None,0.0,TA,,,,0,0,0,TA,1302,432,1734,0,2,0,4,Gd,8,0,Attchd,1977.0,Unf,2,539,0,0,0,126000
68.0,10880,Reg,Inside,Edwards,1Story,5,1950,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,ALQ,1040,124,1164,TA,1164,0,1164,1,1,0,3,TA,5,0,Detchd,1950.0,Unf,1,240,0,48,0,125000
59.0,5310,Reg,Corner,OldTown,1.5Fin,6,1910,2003,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,485,485,Gd,1001,634,1635,0,1,0,2,Gd,5,0,Attchd,1950.0,Unf,1,255,394,0,0,117000
83.0,10159,IR1,Inside,NridgHt,1Story,9,2009,2010,VinylSd,VinylSd,Stone,450.0,Ex,Ex,Av,GLQ,1646,284,1930,Ex,1940,0,1940,1,2,1,3,Ex,8,1,Attchd,2010.0,Fin,3,606,168,95,0,395192
,12046,IR1,Inside,NWAmes,2Story,6,1976,1976,Plywood,Plywood,BrkFace,298.0,TA,TA,No,LwQ,156,692,848,TA,1118,912,2030,0,2,1,4,Gd,8,1,Attchd,1976.0,Fin,2,551,0,224,0,195000
